id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,montant_brut,chiffre_affaires,taux_marge,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD100126,2025-11-03,C0006,Kinshasa,Mode,Produit_Mode_31,46.5,2,0.18,6.94,Paiement à la livraison,Instagram Ads,8.37,Livrée,93.0,76.26,0.45,34.317,19.006999999999998,2025-11,0,17,2218.7175
CMD100127,2025-10-21,C0026,Kinshasa,Beauté,Produit_Beauté_8,22.6,1,0.04,8.91,Paiement à la livraison,Google Ads,6.53,Livrée,22.6,21.696,0.5,10.848,-4.592,2025-10,0,23,3084.2495
CMD100128,2025-07-17,C0037,Douala,Mode,Produit_Mode_10,35.18,2,0.08,2.33,Mobile Money,Instagram Ads,9.52,Livrée,70.36,64.7312,0.45,29.12904,17.27904,2025-07,0,16,2990.1920999999998
CMD100129,2025-11-22,C0174,Brazzaville,Électronique,Produit_Électronique_36,345.88,3,0.29,5.91,Carte,Instagram Ads,11.39,Livrée,1037.6399999999999,736.7243999999998,0.15,110.50865999999998,93.20865999999998,2025-11,0,20,5066.6305999999995
CMD100130,2025-10-15,C1619,Kinshasa,Beauté,Produit_Beauté_29,17.49,3,0.1,4.04,Paiement à la livraison,Instagram Ads,12.31,Livrée,52.47,47.223,0.5,23.6115,7.2615,2025-10,0,4,1094.9758000000002
CMD100132,2025-12-06,C0378,Dakar,Beauté,Produit_Beauté_41,30.11,1,0.06,8.93,Mobile Money,Google Ads,6.02,Livrée,30.11,28.303399999999996,0.5,14.151699999999998,-0.7983000000000011,2025-12,0,18,3458.7981999999997
CMD100133,2025-08-24,C0041,Lomé,Maison,Produit_Maison_36,74.28,1,0.07,8.46,Mobile Money,Email,1.11,Livrée,74.28,69.0804,0.3,20.72412,11.154119999999999,2025-08,0,15,3587.2379
CMD100134,2025-07-20,C0209,Lomé,Beauté,Produit_Beauté_19,35.32,2,0.1,5.11,Paiement à la livraison,Email,1.05,Livrée,70.64,63.576,0.5,31.788,25.628,2025-07,0,13,4203.8433
CMD100135,2025-07-09,C0361,Kinshasa,Mode,Produit_Mode_5,36.08,1,0.05,6.0,Paiement à la livraison,Email,0.75,Livrée,36.08,34.275999999999996,0.45,15.424199999999999,8.674199999999999,2025-07,0,11,3186.2242
CMD100136,2025-12-23,C0135,Brazzaville,Beauté,Produit_Beauté_28,25.72,3,0.06,2.15,Mobile Money,Email,1.72,Livrée,77.16,72.53039999999999,0.5,36.26519999999999,32.395199999999996,2025-12,0,21,4106.4007
CMD100137,2025-07-30,C0331,Kinshasa,Électronique,Produit_Électronique_10,258.23,3,0.29,3.56,Virement,Instagram Ads,11.55,Retournée,774.69,550.0299,0.15,82.504485,67.394485,2025-07,1,16,2375.07
CMD100138,2025-07-19,C0157,Dakar,Électronique,Produit_Électronique_29,645.9,1,0.05,5.31,Virement,Google Ads,6.58,Livrée,645.9,613.6049999999999,0.15,92.04074999999999,80.15074999999999,2025-07,0,26,11553.7392
CMD100139,2025-08-01,C0155,Kinshasa,Électronique,Produit_Électronique_33,433.37,3,0.08,9.34,Virement,Influenceur,6.96,Livrée,1300.1100000000001,1196.1012,0.15,179.41518,163.11517999999998,2025-08,0,17,3792.9892
CMD100140,2025-11-16,C0041,Kinshasa,Mode,Produit_Mode_48,50.0,1,0.29,3.7,Paiement à la livraison,Google Ads,7.42,Livrée,50.0,35.5,0.45,15.975,4.854999999999999,2025-11,0,15,3587.2379
CMD100141,2025-09-21,C0052,Abidjan,Mode,Produit_Mode_49,57.28,1,0.24,8.81,Carte,Influenceur,15.71,Livrée,57.28,43.5328,0.45,19.589760000000002,-4.9302399999999995,2025-09,0,19,3091.565
CMD100142,2025-12-20,C1180,Lomé,Beauté,Produit_Beauté_31,20.46,3,0.02,2.19,Mobile Money,Email,1.79,Livrée,61.38,60.1524,0.5,30.0762,26.0962,2025-12,0,1,60.1524
CMD100143,2025-11-10,C1876,Dakar,Beauté,Produit_Beauté_41,28.46,3,0.15,7.56,Paiement à la livraison,Instagram Ads,10.94,Livrée,85.38,72.573,0.5,36.2865,17.786499999999997,2025-11,0,2,217.09500000000003
CMD100144,2025-11-03,C0962,Abidjan,Mode,Produit_Mode_21,54.65,3,0.25,4.12,Virement,Instagram Ads,11.03,Livrée,163.95,122.96249999999999,0.45,55.333124999999995,40.183125,2025-11,0,2,695.2705
CMD100145,2025-12-19,C0082,Douala,Beauté,Produit_Beauté_43,33.83,1,0.1,8.4,Virement,Instagram Ads,8.55,Livrée,33.83,30.447,0.5,15.2235,-1.7265000000000015,2025-12,0,23,7425.4733
CMD100146,2025-10-11,C1126,Douala,Électronique,Produit_Électronique_21,439.71,2,0.16,9.96,Carte,Instagram Ads,6.9,Annulée,879.42,0.0,0.15,0.0,-6.9,2025-10,0,2,164.77679999999998
CMD100148,2025-11-16,C0027,Kinshasa,Mode,Produit_Mode_40,59.71,3,0.1,6.32,Virement,Influenceur,18.83,Livrée,179.13,161.217,0.45,72.54765,47.39765000000001,2025-11,0,22,6657.8858
CMD100149,2025-11-05,C1556,Douala,Maison,Produit_Maison_36,71.42,2,0.25,2.5,Virement,Instagram Ads,13.65,Annulée,142.84,0.0,0.3,0.0,-13.65,2025-11,0,2,226.43280000000001
CMD100150,2025-08-03,C0897,Kinshasa,Électronique,Produit_Électronique_8,261.19,2,0.1,6.13,Paiement à la livraison,Influenceur,13.61,Livrée,522.38,470.142,0.15,70.5213,50.7813,2025-08,0,3,524.5341
CMD100151,2025-07-08,C1246,Douala,Maison,Produit_Maison_36,58.49,2,0.04,7.39,Virement,Email,1.1,Livrée,116.98,112.3008,0.3,33.690239999999996,25.200239999999994,2025-07,0,2,167.1408
CMD100152,2025-07-04,C0047,Dakar,Mode,Produit_Mode_30,34.58,2,0.15,7.13,Carte,Instagram Ads,6.74,Livrée,69.16,58.785999999999994,0.45,26.453699999999998,12.583699999999999,2025-07,0,16,4201.7631
CMD100153,2025-07-31,C0315,Kinshasa,Beauté,Produit_Beauté_33,21.4,2,0.2,9.62,Virement,Instagram Ads,6.39,Livrée,42.8,34.24,0.5,17.12,1.110000000000002,2025-07,0,22,6874.4879
CMD100154,2025-12-28,C0247,Kinshasa,Maison,Produit_Maison_30,117.58,1,0.07,9.01,Mobile Money,Instagram Ads,12.77,Livrée,117.58,109.34939999999999,0.3,32.80481999999999,11.024819999999995,2025-12,0,10,2567.9197999999997
CMD100155,2025-11-19,C0097,Cotonou,Mode,Produit_Mode_5,50.0,1,0.2,3.69,Mobile Money,Instagram Ads,8.65,Livrée,50.0,40.0,0.45,18.0,5.66,2025-11,0,16,2974.5073
CMD100156,2025-09-09,C1749,Kinshasa,Mode,Produit_Mode_1,17.56,3,0.09,2.5,Virement,Instagram Ads,6.21,Livrée,52.67999999999999,47.93879999999999,0.45,21.572459999999996,12.862459999999995,2025-09,0,2,259.9248
CMD100157,2025-09-11,C1715,Brazzaville,Mode,Produit_Mode_10,53.23,1,0.11,8.34,Paiement à la livraison,Instagram Ads,6.74,Livrée,53.23,47.3747,0.45,21.318614999999998,6.238614999999998,2025-09,0,2,142.30949999999999
CMD100158,2025-10-23,C0176,Dakar,Mode,Produit_Mode_30,45.71,2,0.23,2.15,Paiement à la livraison,Google Ads,5.08,Livrée,91.42,70.3934,0.45,31.677030000000002,24.447030000000005,2025-10,0,22,4796.8914
CMD100159,2025-09-21,C1428,Lomé,Électronique,Produit_Électronique_15,139.14,2,0.2,2.52,Paiement à la livraison,Instagram Ads,8.24,Livrée,278.28,222.624,0.15,33.3936,22.6336,2025-09,0,5,1592.3001000000002
CMD100160,2025-10-14,C0381,Kinshasa,Électronique,Produit_Électronique_25,497.93,1,0.01,5.81,Paiement à la livraison,Google Ads,4.62,Livrée,497.93,492.9507,0.15,73.942605,63.512605,2025-10,0,11,1632.6557
CMD100161,2025-12-17,C1335,Abidjan,Mode,Produit_Mode_3,20.38,2,0.29,8.47,Paiement à la livraison,Instagram Ads,6.33,Livrée,40.76,28.9396,0.45,13.02282,-1.7771800000000013,2025-12,0,4,546.9898999999999
CMD100162,2025-08-02,C0302,Abidjan,Électronique,Produit_Électronique_29,389.48,1,0.05,5.6,Carte,Google Ads,4.13,Livrée,389.48,370.006,0.15,55.500899999999994,45.77089999999999,2025-08,0,17,3134.6522
CMD100163,2025-07-26,C0233,Kinshasa,Maison,Produit_Maison_27,126.11,1,0.0,2.84,Mobile Money,Email,1.62,Retournée,126.11,126.11,0.3,37.833,33.373,2025-07,1,12,2677.4373
CMD100164,2025-12-15,C0153,Douala,Électronique,Produit_Électronique_40,307.71,3,0.09,8.64,Virement,Influenceur,12.79,Livrée,923.1299999999999,840.0482999999999,0.15,126.00724499999998,104.57724499999998,2025-12,0,17,2312.0816999999997
CMD100165,2025-12-25,C0041,Abidjan,Électronique,Produit_Électronique_21,127.37,3,0.29,3.65,Paiement à la livraison,Instagram Ads,7.95,Livrée,382.11,271.2981,0.15,40.694714999999995,29.094714999999997,2025-12,0,15,3587.2379
CMD100166,2025-12-08,C1555,Kinshasa,Électronique,Produit_Électronique_40,477.0,2,0.09,5.89,Carte,Email,0.69,Livrée,954.0,868.14,0.15,130.221,123.641,2025-12,0,5,1093.0891
CMD100167,2025-07-18,C0350,Douala,Maison,Produit_Maison_28,168.99,2,0.13,5.52,Carte,Instagram Ads,14.28,Livrée,337.98,294.0426,0.3,88.21278,68.41278,2025-07,0,17,5553.1116999999995
CMD100168,2025-07-26,C1441,Libreville,Mode,Produit_Mode_11,32.74,3,0.21,9.35,Paiement à la livraison,Influenceur,17.54,Livrée,98.22,77.5938,0.45,34.917210000000004,8.027210000000004,2025-07,0,3,440.5168
CMD100169,2025-12-25,C0014,Lomé,Mode,Produit_Mode_19,35.03,1,0.24,8.03,Carte,Influenceur,9.12,Retournée,35.03,26.6228,0.45,11.980260000000001,-5.169739999999997,2025-12,1,13,3426.8622000000005
CMD100170,2025-09-30,C0074,Douala,Électronique,Produit_Électronique_11,335.18,1,0.08,6.34,Mobile Money,Google Ads,7.2,Livrée,335.18,308.36560000000003,0.15,46.25484,32.714839999999995,2025-09,0,12,2595.6747
CMD100171,2025-08-14,C0195,Douala,Mode,Produit_Mode_15,44.71,3,0.09,3.29,Mobile Money,Instagram Ads,5.94,Livrée,134.13,122.0583,0.45,54.926235000000005,45.69623500000001,2025-08,0,19,4944.9617
CMD100172,2025-10-27,C0941,Lomé,Mode,Produit_Mode_30,48.09,3,0.25,3.5,Carte,Email,1.33,Livrée,144.27,108.20250000000001,0.45,48.69112500000001,43.86112500000001,2025-10,0,3,561.1918
CMD100173,2025-09-12,C0323,Lomé,Mode,Produit_Mode_38,45.12,2,0.26,7.43,Virement,Google Ads,6.75,Livrée,90.24,66.77759999999999,0.45,30.049919999999997,15.869919999999997,2025-09,0,15,2792.3541
CMD100174,2025-09-15,C0868,Cotonou,Beauté,Produit_Beauté_20,26.85,2,0.16,5.3,Paiement à la livraison,Instagram Ads,12.22,Livrée,53.7,45.108000000000004,0.5,22.554000000000002,5.034000000000001,2025-09,0,3,539.6788
CMD100175,2025-08-20,C1747,Kinshasa,Beauté,Produit_Beauté_25,1.81,2,0.1,7.79,Mobile Money,Instagram Ads,8.88,Livrée,3.62,3.258,0.5,1.629,-15.041,2025-08,0,3,438.246
CMD100176,2025-11-24,C0151,Kinshasa,Électronique,Produit_Électronique_2,370.7,2,0.06,7.56,Virement,Email,0.98,Livrée,741.4,696.9159999999999,0.15,104.53739999999999,95.99739999999998,2025-11,0,17,3920.9179
CMD100177,2025-12-16,C0004,Brazzaville,Maison,Produit_Maison_39,50.0,1,0.05,2.71,Carte,Google Ads,4.64,Livrée,50.0,47.5,0.3,14.25,6.8999999999999995,2025-12,0,18,4720.5824
CMD100178,2025-11-05,C1849,Douala,Électronique,Produit_Électronique_15,422.78,1,0.05,7.92,Virement,Google Ads,7.96,Livrée,422.78,401.64099999999996,0.15,60.24614999999999,44.36614999999999,2025-11,0,2,522.8348
CMD100179,2025-12-10,C0128,Kinshasa,Maison,Produit_Maison_41,143.07,1,0.02,9.44,Mobile Money,Influenceur,15.16,Livrée,143.07,140.2086,0.3,42.06258,17.46258,2025-12,0,16,3906.5503
CMD100180,2025-07-25,C1323,Kinshasa,Beauté,Produit_Beauté_3,21.71,1,0.02,2.64,Paiement à la livraison,Google Ads,5.41,Livrée,21.71,21.2758,0.5,10.6379,2.5878999999999994,2025-07,0,4,1849.4524999999999
CMD100181,2025-11-26,C0067,Douala,Maison,Produit_Maison_21,141.15,1,0.0,9.38,Virement,Google Ads,3.66,Annulée,141.15,0.0,0.3,0.0,-3.66,2025-11,0,20,8476.4071
CMD100182,2025-10-15,C0067,Kinshasa,Mode,Produit_Mode_34,53.29,2,0.1,2.27,Virement,Instagram Ads,9.5,Livrée,106.58,95.922,0.45,43.1649,31.3949,2025-10,0,20,8476.4071
CMD100183,2025-11-06,C1700,Libreville,Électronique,Produit_Électronique_19,316.88,1,0.13,6.39,Paiement à la livraison,Instagram Ads,12.72,Livrée,316.88,275.6856,0.15,41.35284,22.24284,2025-11,0,2,376.2516
CMD100184,2025-09-25,C0959,Cotonou,Électronique,Produit_Électronique_49,539.17,2,0.1,5.71,Mobile Money,Google Ads,3.99,Livrée,1078.34,970.506,0.15,145.5759,135.87589999999997,2025-09,0,3,1259.226
CMD100186,2025-10-02,C0202,Kinshasa,Maison,Produit_Maison_30,160.48,3,0.05,9.57,Carte,Google Ads,5.42,Retournée,481.43999999999994,457.36799999999994,0.3,137.21039999999996,122.22039999999997,2025-10,1,15,3170.1684
CMD100187,2025-10-03,C1376,Dakar,Beauté,Produit_Beauté_41,6.73,2,0.05,4.85,Paiement à la livraison,Influenceur,5.79,Livrée,13.46,12.787,0.5,6.3935,-4.246499999999999,2025-10,0,3,319.618
CMD100188,2025-10-04,C0119,Lomé,Maison,Produit_Maison_40,34.67,1,0.13,9.04,Virement,Instagram Ads,12.57,Livrée,34.67,30.1629,0.3,9.048869999999999,-12.56113,2025-10,0,22,5912.7717
CMD100189,2025-08-26,C1301,Kinshasa,Maison,Produit_Maison_42,118.54,1,0.08,4.26,Virement,Email,1.33,Livrée,118.54,109.05680000000001,0.3,32.717040000000004,27.127040000000008,2025-08,0,1,109.05680000000001
CMD100190,2025-10-13,C0023,Lomé,Mode,Produit_Mode_32,27.95,3,0.24,8.34,Virement,Instagram Ads,14.64,Livrée,83.85,63.726,0.45,28.6767,5.6967,2025-10,0,12,1655.3348
CMD100191,2025-07-30,C0275,Dakar,Mode,Produit_Mode_24,8.05,3,0.1,3.33,Paiement à la livraison,Google Ads,5.24,Livrée,24.150000000000002,21.735000000000003,0.45,9.780750000000001,1.2107500000000009,2025-07,0,14,3459.6516
CMD100192,2025-12-19,C1426,Abidjan,Beauté,Produit_Beauté_38,45.35,3,0.27,2.67,Paiement à la livraison,Instagram Ads,11.54,Livrée,136.05,99.3165,0.5,49.65825,35.44825,2025-12,0,4,258.0529
CMD100193,2025-08-09,C1341,Lomé,Maison,Produit_Maison_40,127.31,2,0.3,9.98,Paiement à la livraison,Instagram Ads,9.85,Livrée,254.62,178.23399999999998,0.3,53.47019999999999,33.640199999999986,2025-08,0,2,226.6914
CMD100194,2025-10-13,C0572,Dakar,Maison,Produit_Maison_14,135.6,3,0.07,8.87,Virement,Email,0.62,Retournée,406.79999999999995,378.32399999999996,0.3,113.49719999999998,104.00719999999997,2025-10,1,3,458.47159999999997
CMD100195,2025-10-22,C0120,Douala,Beauté,Produit_Beauté_35,18.82,3,0.1,8.55,Virement,Google Ads,4.57,Livrée,56.46,50.814,0.5,25.407,12.286999999999999,2025-10,0,29,9276.8449
CMD100196,2025-12-13,C0203,Douala,Maison,Produit_Maison_6,101.72,2,0.11,7.21,Paiement à la livraison,Instagram Ads,6.42,Livrée,203.44,181.0616,0.3,54.31848,40.68848,2025-12,0,22,3635.4173
CMD100197,2025-12-17,C0327,Abidjan,Beauté,Produit_Beauté_4,22.58,1,0.08,4.52,Carte,Google Ads,6.7,Livrée,22.58,20.7736,0.5,10.3868,-0.8332000000000006,2025-12,0,15,5507.2686
CMD100198,2025-09-24,C0064,Dakar,Électronique,Produit_Électronique_5,456.35,1,0.03,3.7,Mobile Money,Google Ads,5.56,Livrée,456.35,442.65950000000004,0.15,66.398925,57.138925,2025-09,0,11,2715.4799000000003
CMD100199,2025-11-19,C0110,Abidjan,Électronique,Produit_Électronique_22,50.0,2,0.09,7.21,Mobile Money,Google Ads,3.3,Livrée,100.0,91.0,0.15,13.65,3.1400000000000006,2025-11,0,14,2675.7016
CMD100200,2025-08-07,C1220,Kinshasa,Maison,Produit_Maison_9,104.83,2,0.09,5.38,Mobile Money,Email,1.07,Retournée,209.66,190.7906,0.3,57.23718,50.78718,2025-08,1,7,733.2510000000001
CMD100201,2025-11-16,C0089,Dakar,Électronique,Produit_Électronique_9,50.0,2,0.1,8.72,Carte,Influenceur,15.19,Retournée,100.0,90.0,0.15,13.5,-10.41,2025-11,1,18,4294.8509
CMD100202,2025-07-04,C0121,Dakar,Maison,Produit_Maison_12,201.67,1,0.27,3.94,Carte,Instagram Ads,6.13,Livrée,201.67,147.2191,0.3,44.165729999999996,34.095729999999996,2025-07,0,16,4246.1565
CMD100203,2025-09-06,C0379,Douala,Électronique,Produit_Électronique_31,50.0,1,0.01,9.02,Carte,Google Ads,5.99,Retournée,50.0,49.5,0.15,7.425,-7.585,2025-09,1,25,8087.951
CMD100204,2025-10-23,C1051,Abidjan,Maison,Produit_Maison_33,142.37,2,0.0,2.51,Paiement à la livraison,Google Ads,7.28,Livrée,284.74,284.74,0.3,85.422,75.63199999999999,2025-10,0,2,321.2628
CMD100205,2025-08-26,C0088,Douala,Beauté,Produit_Beauté_30,43.02,1,0.05,2.2,Virement,Google Ads,3.32,Livrée,43.02,40.869,0.5,20.4345,14.9145,2025-08,0,13,4383.372
CMD100206,2025-12-12,C0124,Kinshasa,Beauté,Produit_Beauté_28,24.39,3,0.09,7.62,Paiement à la livraison,Google Ads,6.16,Livrée,73.17,66.5847,0.5,33.29235,19.512349999999998,2025-12,0,16,4162.8773
CMD100207,2025-12-23,C0364,Douala,Électronique,Produit_Électronique_21,505.06,2,0.1,4.15,Carte,Google Ads,5.36,Retournée,1010.12,909.1080000000001,0.15,136.3662,126.85619999999999,2025-12,1,19,8252.4673
CMD100208,2025-12-03,C0064,Cotonou,Mode,Produit_Mode_25,52.1,3,0.29,4.25,Virement,Instagram Ads,8.31,Livrée,156.3,110.973,0.45,49.93785,37.377849999999995,2025-12,0,11,2715.4799000000003
CMD100209,2025-11-30,C0232,Douala,Électronique,Produit_Électronique_42,50.0,2,0.0,5.51,Carte,Influenceur,11.41,Livrée,100.0,100.0,0.15,15.0,-1.92,2025-11,0,20,4142.8994999999995
CMD100210,2025-12-14,C1129,Abidjan,Électronique,Produit_Électronique_28,330.31,1,0.14,9.94,Mobile Money,Instagram Ads,10.07,Livrée,330.31,284.0666,0.15,42.609989999999996,22.59999,2025-12,0,4,1014.6206999999999
CMD100211,2025-10-24,C0847,Abidjan,Électronique,Produit_Électronique_26,502.45,1,0.23,4.37,Paiement à la livraison,Instagram Ads,13.82,Livrée,502.45,386.8865,0.15,58.032975,39.842975,2025-10,0,1,386.8865
CMD100212,2025-10-15,C0640,Brazzaville,Beauté,Produit_Beauté_24,30.5,2,0.11,5.07,Virement,Instagram Ads,5.6,Livrée,61.0,54.29,0.5,27.145,16.475,2025-10,0,2,127.4708
CMD100213,2025-08-09,C0971,Abidjan,Mode,Produit_Mode_6,46.29,3,0.19,5.3,Carte,Email,1.11,Retournée,138.87,112.48470000000002,0.45,50.61811500000001,44.208115000000014,2025-08,1,5,550.0811000000001
CMD100214,2025-10-19,C0378,Dakar,Mode,Produit_Mode_36,43.49,2,0.28,9.22,Mobile Money,Google Ads,6.62,Livrée,86.98,62.6256,0.45,28.18152,12.34152,2025-10,0,18,3458.7981999999997
CMD100215,2025-07-16,C0287,Kinshasa,Électronique,Produit_Électronique_23,509.63,2,0.1,2.98,Paiement à la livraison,Instagram Ads,7.95,Livrée,1019.26,917.3340000000001,0.15,137.6001,126.6701,2025-07,0,14,3489.5337
CMD100216,2025-12-18,C0866,Abidjan,Beauté,Produit_Beauté_19,50.0,1,0.04,5.57,Carte,Google Ads,4.53,Livrée,50.0,48.0,0.5,24.0,13.899999999999999,2025-12,0,1,48.0
CMD100217,2025-12-01,C0053,Lomé,Maison,Produit_Maison_10,171.49,3,0.01,5.14,Mobile Money,Google Ads,4.85,Livrée,514.47,509.3253,0.3,152.79759,142.80759000000003,2025-12,0,18,6617.6381
CMD100218,2025-12-16,C0055,Douala,Beauté,Produit_Beauté_49,28.59,1,0.03,4.72,Carte,Influenceur,14.19,Livrée,28.59,27.7323,0.5,13.86615,-5.043850000000001,2025-12,0,12,2362.6328
CMD100219,2025-09-10,C0219,Kinshasa,Électronique,Produit_Électronique_39,276.44,1,0.26,2.84,Carte,Instagram Ads,10.31,Livrée,276.44,204.5656,0.15,30.684839999999998,17.534839999999996,2025-09,0,19,3554.9165
CMD100220,2025-12-16,C0547,Brazzaville,Électronique,Produit_Électronique_45,266.23,2,0.06,5.67,Virement,Instagram Ads,8.88,Retournée,532.46,500.5124,0.15,75.07686,60.52685999999999,2025-12,1,1,500.5124
CMD100221,2025-09-18,C0718,Libreville,Électronique,Produit_Électronique_37,411.72,1,0.14,2.71,Mobile Money,Instagram Ads,9.74,Retournée,411.72,354.0792,0.15,53.11188,40.66188,2025-09,1,5,965.1522
CMD100222,2025-12-16,C0072,Kinshasa,Beauté,Produit_Beauté_6,46.06,1,0.08,2.46,Carte,Google Ads,4.3,Livrée,46.06,42.37520000000001,0.5,21.187600000000003,14.427600000000002,2025-12,0,18,3000.969
CMD100223,2025-11-13,C0214,Abidjan,Mode,Produit_Mode_24,12.92,3,0.14,5.91,Mobile Money,Email,0.71,Livrée,38.76,33.3336,0.45,15.000119999999999,8.380119999999998,2025-11,0,20,7089.9391
CMD100224,2025-09-18,C1590,Brazzaville,Mode,Produit_Mode_4,44.38,1,0.17,9.26,Carte,Google Ads,7.26,Livrée,44.38,36.8354,0.45,16.57593,0.055930000000000035,2025-09,0,2,436.19149999999996
CMD100225,2025-08-09,C0316,Douala,Électronique,Produit_Électronique_18,507.94,2,0.05,8.35,Carte,Google Ads,6.95,Annulée,1015.88,0.0,0.15,0.0,-6.95,2025-08,0,15,1903.8692
CMD100226,2025-10-22,C0994,Cotonou,Électronique,Produit_Électronique_18,445.25,2,0.04,6.09,Paiement à la livraison,Email,0.8,Livrée,890.5,854.88,0.15,128.232,121.342,2025-10,0,1,854.88
CMD100227,2025-08-25,C0233,Douala,Mode,Produit_Mode_34,39.56,3,0.16,5.81,Paiement à la livraison,Influenceur,16.91,Livrée,118.68,99.69120000000001,0.45,44.86104,22.14104,2025-08,0,12,2677.4373
CMD100228,2025-12-18,C0112,Kinshasa,Maison,Produit_Maison_1,79.07,3,0.04,5.81,Carte,Influenceur,4.31,Livrée,237.20999999999998,227.72159999999997,0.3,68.31647999999998,58.19647999999998,2025-12,0,15,4973.5404
CMD100229,2025-08-22,C0108,Dakar,Beauté,Produit_Beauté_19,18.64,2,0.06,6.23,Virement,Email,1.73,Livrée,37.28,35.0432,0.5,17.5216,9.561599999999999,2025-08,0,16,5010.4933
CMD100230,2025-09-22,C0254,Brazzaville,Beauté,Produit_Beauté_9,24.01,1,0.01,8.77,Mobile Money,Google Ads,6.29,Livrée,24.01,23.7699,0.5,11.88495,-3.1750499999999997,2025-09,0,15,3649.3196
CMD100231,2025-10-06,C0117,Kinshasa,Mode,Produit_Mode_5,34.65,1,0.12,7.06,Virement,Google Ads,4.53,Livrée,34.65,30.491999999999997,0.45,13.7214,2.1313999999999993,2025-10,0,16,6956.0992
CMD100233,2025-09-19,C0293,Abidjan,Électronique,Produit_Électronique_19,495.15,3,0.04,7.12,Paiement à la livraison,Influenceur,7.62,Livrée,1485.4499999999998,1426.0319999999997,0.15,213.90479999999994,199.16479999999993,2025-09,0,18,4987.4679
CMD100234,2025-07-30,C0166,Dakar,Maison,Produit_Maison_45,174.43,2,0.23,7.1,Paiement à la livraison,Instagram Ads,13.67,Livrée,348.86,268.6222,0.3,80.58666000000001,59.81666000000001,2025-07,0,16,3390.1582
CMD100235,2025-10-01,C0054,Douala,Mode,Produit_Mode_26,20.37,2,0.25,4.17,Carte,Google Ads,3.71,Livrée,40.74,30.555,0.45,13.74975,5.869750000000001,2025-10,0,22,8086.615199999999
CMD100236,2025-09-18,C0453,Abidjan,Mode,Produit_Mode_5,45.03,3,0.15,6.75,Mobile Money,Instagram Ads,6.03,Livrée,135.09,114.8265,0.45,51.671925,38.891925,2025-09,0,2,173.3161
CMD100237,2025-11-08,C1086,Douala,Maison,Produit_Maison_23,82.1,1,0.29,6.52,Virement,Instagram Ads,5.83,Livrée,82.1,58.29099999999999,0.3,17.487299999999998,5.137299999999998,2025-11,0,3,931.1876
CMD100238,2025-12-13,C0483,Douala,Maison,Produit_Maison_13,44.82,3,0.1,2.03,Virement,Instagram Ads,9.94,Annulée,134.46,0.0,0.3,0.0,-9.94,2025-12,0,2,51.0082
CMD100239,2025-08-14,C1556,Dakar,Électronique,Produit_Électronique_12,257.31,1,0.12,5.8,Carte,Instagram Ads,6.3,Livrée,257.31,226.43280000000001,0.15,33.96492,21.864919999999998,2025-08,0,2,226.43280000000001
CMD100240,2025-12-08,C0386,Brazzaville,Beauté,Produit_Beauté_44,24.97,3,0.04,2.42,Paiement à la livraison,Email,0.81,Livrée,74.91,71.91359999999999,0.5,35.956799999999994,32.72679999999999,2025-12,0,13,1669.8410000000001
CMD100241,2025-11-22,C1279,Abidjan,Maison,Produit_Maison_10,81.2,1,0.07,8.37,Virement,Email,1.8,Livrée,81.2,75.51599999999999,0.3,22.654799999999998,12.484799999999998,2025-11,0,1,75.51599999999999
CMD100242,2025-10-21,C0226,Kinshasa,Beauté,Produit_Beauté_38,30.38,2,0.1,2.68,Virement,Google Ads,5.34,Livrée,60.76,54.684,0.5,27.342,19.322,2025-10,0,13,2685.1963
